name,review,rating
Luanna Costa,"Clientes C6 tudo que fizerem ou visualizarem no app do banco TIREM PRINT, no meu app estava escrito que ainda tinha 4 acessos liberados em sala vip depois da mudança em agosto. Quando usei, 3 fui cobrado sem estorno. 202352916112 nesse protocolo perguntei para o atendente em julho antes de viajar quantos tinha disponível.  TIREM PRINT DE TUDO QUE FIZEREM NO C6 BANK O BANCO NAO É CONFIÁVEL, EM INFORMAÇÕES DADAS POR SEUS ATENDENTES E E PELO APLICATIVO.",1.0
Jussara Souza,"O banco está deixando a desejar, a vários dias sem conseguir acessar minha conta. Foi pro Google e aparece que minha conta está cancelada. Eu quero ajuda e não me mande entrar pelo App já que ele não abre pra mim. Quero uma resposta afinal estou com dinheiro preso",1.0
AlaN lopes,"O atendimento de vocês é terrível, mesmo quando não é um bot e sim um atendente os mesmos não ajudam em nada, nem tentam. Só repetem o que o app diz.

Vou continuar com a conta e espero que melhore pois a proposta inicial foi boa

Se algum outro consumidor pretende abrir uma conta aqui, pense duas vezes antes de clicar em qualquer opção e se você é um cliente que precisa do suporte do banco, fuja daqui vá para o Nubank.",3.0
Gio,"No início o C6 era excelente, com o tempo foi piorando e hoje em dia é impossível conseguir um atendimento humanizado no chat, pra falar com alguém é necessário ligar e tem uma fila longa de espera. Era o meu principal banco tanto pf como pj, faturas sempre pagas em dia via débito automático, faturas altas e um limite bom. Infelizmente do dia pra noite tiraram todo o meu limite de cartão de crédito e como sempre eles alegam que está em contrato. Uma falta de respeito com os clientes, mas isso só demonstra que cada vez mais o banco está sem dinheiro já que o principal objetivo é que você invista no cdb para ter cartão de crédito. Melhorar fugir dos bancos digitais",1.0
Maria Barreto (Betinha),"Desde que fiz antecipações de saque aniversário não paro de receber mensagens  de consultores comerciais oferendo o serviço. Já pensei até em trocar de número, só não troco por que continuarei recebendo ligações indesejadas. Compartilham nossos dados a geral ... raiva   ️",1.0
Space for you,"Péssima experiência com esse banco.. primeiro solicitei um cancelamento de venda, estão me enrolando a mais ou menos 25 dias, agora todas as vendas que realizo na maquininha, consta no site o valor da venda, porém os valores para receber não cai na conta e consta como 0,00 nos recebíveis.. Como uma empresa paga suas contas e seus prestadores desse jeito?
Sem contar que todos os atendimentos, protocolos em cima de protocolo e nada de resolver o problema.",1.0
Zanella 51,"Lixo, esse banco é um lixo. Se vc costuma dar uma olhada nas avaliações antes de adquirir algo, vai por mim, corre dessa furada! Cobrança indevida, mal atendimento, app que não funciona direito, enfim, um DESserviço sem tamanho. É dor de cabeça com certeza!",1.0
Igor cristiano Rodrigues,"Pior banco que tem, não dá satisfação de nada, me mandaram msg pra negociar meu cartão de crédito e o número informado na msg era da polícia militar de são Paulo. Chega a ser engraçado de tão amador que é, não sei como fui confiar meu dinheiro em um banco assim.",1.0
Sofia Araujo,"Aplicativo complicado só avisaram da fatura no dia do vencimento e taxam o atraso em 20% com apenas 1 dia de atraso.Fora que você só pode pagar os juros na próxima fatura, ou seja, vou ter que ficar mais um mês com esse banco horrível. Cancelarei a conta a sim que pagar a taxa.",1.0
Danielle Macedo,"Péssimo serviço.
Quero antecipar duas faturas para cancelar o cartão e o app não permite, somente a do próximo mês.
Entrei em contato por chat e telefone, porém não tem especialista para atender, somente mensagem automática.
Não vou continuar sendo cliente de um banco que o atendimento é HORRIVEL e não oferece suporte ao cliente.
Estou extremamente frustrada com a forma que estou sendo tratada.",1.0
Michelly Darquia,"Cancelei minha conta faz muito tempo devido ao banco passar a cobrar uma taxa por mês, porém minha conta não exclui nunca, ja pedi umas 20 vezes e meu cpf ainda esta vinculado lá. Eu tento usar meu cpf de chave pix em outros bancos e manda eu pedi portabilidade no c6, qual o sentido sendo que ja cancelei essa conta??? ODIEI, nunca irei indicar para alguém",1.0
Claudio Roberto Franco,"Tive meus recursos em conta corrente bloqueados por 5 dias sem explicação, mesmo tendo ligado 5 vezes no SAC e na Ouvidoria, sem solução, fazendo-me passar vergonha no supermercado onde estava com às compras passadas no caixa mas sem consegui pagar.",1.0
Tatiane Pereira Braga,"Nunca mais utilizarei nada nesse banco.
Depositei um valor para usar na modalidade cartão de crédito pré pago, utilizei, e agora adivinhem? Estão me cobrando o mesmo valor.
Nunca me deram crédito algum e estão me cobrando como se eu tivesse utilizado crédito deles.
Absurdo.
Me ligam todos os dias cobrando, já cansei de explicar a situação e todos dizem que tenho que ligar na central. Eu ligo mas nunca sou atendida.
Chat ridículo que não presta atendimento algum.
Estou gravando todas ligações, guardando todas msgs e e-mails e mês que vem irei atrás dos meus direitos.",1.0
Lucas Ruschel Rath,"Absurdo: C6 Bank cancelou de maneira sumária meu cartão de crédito e todos os limites sem justificativa e sem aviso prévio. Atendimento não funciona no App para pedir esclarecimentos (pedem para aguardar e o próprio C6 cancela o chat por inatividade porque demora demais e ninguém responde). Cartão está com faturas em dia e ainda com prestação em andamento. Simplesmente inexplicável uma situação como essa, surreal!!! Eu não ficaria tranquilo em manter meu dinheiro aplicado numa instituição financeira que age dessa maneira. Cancelando minha conta…",1.0
Peter,Fui cliente do Banco por 3 anos. Durante esse período nunca tive problemas. Cancelei a minha conta porque preciso de uma conta pré paga. A rescisão do contrato foi feita em 1 minuto com poucos cliques. Tudo perfeito. Obrigado C6.   ,5.0
Carlos Henrique,"Aplicativo é simplesmente horrível, horroroso, primeiro que não liberaram nenhum crédito e segundo que tudo é complicado e tudo é difícil de achar no app, muito poluído e complexo para quem quer só ter um cartão de crédito/débito, tentei por 2x utilizar mas é simplesmente impossível, péssima experiência com tudo.",1.0
Mike Miller,"Esse banco se supera dia a pós dia com sua incompetência, é incrível como conseguem tratar mau quem é pj se você precisa de auxílio técnico para problemas que eles mesmo causam como instabilidade esquece não vai ter estou retirando minha empresa desde banco .",1.0
Eduardo Souza,"Defendia ao banco C6 e inclusive orientava as pessoas que era bom, não tinha o que pontuar do C6 até acontecer exatamente comigo, situações já relatadas por outras pessoas.

Recebendo várias investidas do banco para fazer aplicações, seguro de forma constante, e não deixando de movimentar operações normais com meus cartões Carbon e cartão Global, e meu limite de 100k, foi levado a zero no dia 23/05, e sem nenhum aviso prévio, apenas um e-mail no dia 26
""Prefere continuar com seu cartão C6 Carbon? Invista e libere limite com o CDB Cartão de Crédito"".

O interessante que todas assinaturas vinculadas ao cartão, comecei receber avisos de não ter sido debitado, o que estava achando estranho, ou seja, meus avisos foram feito das assinaturas, o banco sem qualquer cuidado mínimo ao cliente.

E conforme toda a conversa com o chat, o algoritmo do banco, mantem ativo a anuidade para debitar do limite zerado, eu ainda preciso fazer o donwgrade

Lamentável mesmo, o histórico de um cliente ser pontuado a zero e vcs ficarem ainda ofertando produtos.

E estou compartilhando isto, porque estava em viagem com a familia em férias, o que me deixou vulnerável se não tivesse outro cartão para uso, portando cuidem ao viajar somente com um cartão C6, acreditando que seu limite está garantido.",1.0
Eliana Campos,"Um ABSURDO esse banco !
Qual a cláusula que impede de sermos enganadas por um telefone que é o de vcs e eu numa situação de emergência, tentando resolver um problema de acesso para verificar o saldo por quatro dias seguidos nesse banco e um funcionário liga para ajudar.
Um banco que não conhece o histórico do seu cliente não é um banco !
Vou entrar com um processo contra vcs e propagar toda essa ineficiência e abertura que esse banco fornece para bandidos
Fui fraudada em 30.000,00
tive ainda que dar uma estrela pq não tem o ZERO !",1.0
Vitor Rossin,"Oi pessoal! Aqui é alguém que ainda confia no banco e sempre teve boas experiências, mas recentemente está apreensivo. Tenho o C6 Carbon e recentemente foi divulgado que eu e meus dependentes vamos ter mais restrições para acesso na área VIP. E agora para quem é VIP na C6 experience não existe simplesmente nenhuma recompensa chamativa... Foi cancelado o bônus com o Tudo Azul SEM AVISO PRÉVIO... Poderiam ter avisado os clientes que era o último mês para bonificar. Agora não tem motivo NENHUM para continuar cumprindo missões no C6 Experience, já que os prêmios são bem ruins. Ainda tenho esperanças no banco, mas se continuar assim vai ficar difícil.",4.0
PEDRO PAULO,"É o melhor banco atualmente para o meu uso (e olha que tenho vários).
Sou cliente Carbon do banco com um limite de crédito muito bom. O melhor de ser cliente Carbon é os pontos átomos que nunca expiram. O banco cumpre com todos os prazos estabelecidos além de possuir um ótimo atendimento. Sempre que entro no chat dele eu consigo atendimento imediato. Tanto é que um dos meus adicionais foram clonados e o atendente Guilherme conseguiu resolver imediatamente o meu problema.

Cada dia que passa surge mais novidades como: interface melhorada, c6 Experience, Apple pay para cartão, etc.

Pra mim é nota 10.",5.0
Anselmo Barcellos,Renegociei uma dívida e paguei dia 7. Hoje é dia 21 e nada aconteceu. Tento contato e a única coisa que eles falam é para aguardar... Assim que resolver essa pendência vou cancelar a minha conta. NUNCA MAIS VOLTO A USAR O C6!!!,1.0
Lucas Santos,"Fiz um acordo do saldo devedor total do meu cartão de crédito, efetuei o pagamento da entrada no valor de 62.44 no dia 22/03/2023. A primeira parcela com valor de 71.22 foi debitada da minha conta no dia 09/05/2023 . A segunda e ultima parcela so venceria no dia 22/05.
Hoje dia 17/05/2023 fui a farmácia comprar remédio pra minha filha , quando fui efetuar o pagamento, minha conta estava zerada , o banco zerou minha conta um valor de 378,68 estou desesperado preciso compra o remédio da minha filha o banco pegou o único dinheiro que eu tinha vou procurar meus direitos isso é . Ja fiz um chamado no banco central a resposta que tive do banco que nao seria possível devolver meu dinheiro pois ja tinha utilizado o saldo do cartão, só que o cartão esta bloqueado nao usei nada",1.0
Renan Patricio,"Péssimo banco, estão me cobrando e quando ligo não acham nada no sistema, sujaram meu nome, ligo todo dia e sempre com problema no sistema, ninguém resolve nada.",1.0
WASHINGTON MONTEIRO DE ALMEIDA,"PIOR BANCO QUE EXISTE!
Quer dor de cabeça? abra uma conta no C6 BANK, Quer ter seu limite cancelado, sem justificativa ou motivo algum? Abra uma conta no C6 BANK, quer ter seu cartão de crédito BLACK cancelado?
Abra uma conta no C6 BANK
Quer viajar inseguro? Sem saber se seu cartão vai passar ou se cancelaram seu cartão?
Abra uma conta no C6 BANK e veja o
LIXO,  LIXO, LIXO, LIXO",1.0
Sandra Stabelin,"Recebi um comprovante de um valor razoável de pix de uma cliente desse banco, porém o mesmo nunca caiu na minha conta e ao entrar em contato c a instituição, junto a titular da conta, os mesmos constataram que naquele dia do comprovante, não teve nenhuma movimentação na conta da mesma, inclusive a última movimentação feita foi a 2 dias atrás da data e a cliente estava c a conta zerada, mesmo conprovando tudo, não fizeram nada pra ajudar a resolver, nem mesmo bloquearam a cinta da cliente deles que está usando o nome da instituição para dar alguns golpes!! Lamentável!!!",1.0
Rafael Jesus,"Tenho um cartão de crédito no valor de 100 reais esse é o crédito que liberaram para mim. Deixei atrasar por um mês estou me cobrando 2.154.00 de juros kkkkk da para acreditar nisso para liberar crédito eles souta 100,para te cobrar o juros é simplesmente 2.054.00
O mais engraçado é que eu ligo no SAC e eles não sabem me explicar o porquê estão cobrando isso de mim pedem para eu aguardar 5 dias para ter uma resposta mais plausível. Com certeza me deram munição para entrar com ação em pequenas coisas",1.0
Joana Vitoria,"Ridículo isso que eles fazem, a um tempo tenho a conta e agora que coloquei dinheiro debitaram R$ 10,00 reais alegando que eu fiz plano de seguro para a conta! Sinceramente, ridículo.",1.0
Nathalia Miotto,"Lixo de banco! Me cobrando mensalidade de tag que não fui notificada e que nem estava fazendo uso, além disso utilizando limite do cheque especial  para essas cobranças e cobrando juros por isso ainda. Péssimo!",1.0
Cristiane Grana Barbosa Putini,"Péssimo atendimento. 30 dias que cancelei uma compra e até agora não fizeram estorno. Fora que já abri reclamação na ouvidoria, no reclame aqui, e nada. E ainda por cima a mulher que entrou em contato sobre a reclamação do reclame aqui, deixou um recado na caixa postal “sem querer”. E adivinha, ela estava reclamando por ter caído na caixa postal. Sendo que ela tentou 1 vez. 1 vez. Simplesmente não consegui chegar a tempo de atender. Decepcionada.",1.0
Cristiano Reis,"Nunca, reclamei de algum  Serviço ,  mas o que o esse Banco C6 esta praticando e desumano , nunca tinha visto antes, Fecharão minha conta sem explicações,  ate ai ok... creio que eles tem o poder pra escolher seus clientes  mas (  RETER ) o meu dinheiro, isso  passou dos limites, dinheiro bloqueado desde o dia 27/06/2023 .... você liga para as atentendes mas nao conseguem resolver ...ou talvez nem querem resolver, ou seja nao tem com quem falar, isso e um Absurdo !!!",1.0
Sergio Araquari,Prestem muita atenção na fatura do cartão de crédito deste banco. Incluem valores q vc nem sabe do q se trata e não consegue falar com ninguém sobre do q se trata tal cobrança. Péssimo Banco!,1.0
Renata Sales,"reduziram meu limite , mesmo eu pagando em dias, e as vezes mais do valor. e hoje paguei minha fatura, e não liberam meu limite todo. ligo para o banco, dizem que vai atualizar, e nunca atualiza
antes, eu pagava, e no mesmo minuto atualizava, hoje não aconteceu isso",1.0
Vitrine das Divas,"NÃO RECOMENDO ESSE L1X0 DE BANCO, QUE SURRUPIA O DINHEIRO DA GENTE NO PIX, FIZ UM PIX DE 80 REAIS E DO NADA ME ROUBARAM 20 REAIS NA CARA DURA. ASSIM É FÁCIL ENRIQUECER MESMO... JÁ CANCELEI MINHA CONTA E SÓ DE OUVIR O NOME DESSE BANCO ME DÁ ASCO    ",1.0
Ander Luiz Bacelar,"Desprezo e despreparo... Tinha investimento no banco, sem autorização eles sacaram meu investimento para pagar a fatura do meu cartão que eu já havia pago, devolveram como crédito pré pago no meu cartão, tive prejuízo por causa de banco. Fujam disso.",1.0
Ana Julia,"Banco horrivel, não recomendo de jeito nenhum, só da dor de cabeça, estou esperando a um bom tempo eles me devolverem o dinheiro que eu tinha investido para liberar credito, eles pedem 2 dias uteis, solicitei no dia 02/05, olha o dia que já é, liga pra eles niguém resolve nada.
Sistema deles horrivel também, eu tinha esquecido que tinha guardado dinheiro nesse banco(pois guardo sempre em um outro banco) e solicitei o cancelamento da conta pois começaram com essa taxa e eu quis cancelar pois esse banco não vale os 4 reais por mes que resolveram começar cobrar.
Resumindo, falaram que não podia cancelar que tinha esse valor investido e a solicitação de encerramento de conta havia sido CANCELADA, depois de uma semana paguei fatura e resgatei o dinheiro no dia 02/05 no dia 03/05 chegou e-mail falando que minha conta foi CANCELADA, desse jeito meu valor não caiu mais em minha conta, no dia 05/05 liguei mandaram aguardar 5 dias uteis, venceu liguei novamente, deram mais 2 dias uteis, hoje liguei pediram mais 5 dias uteis novamente.
QUEM NÃO TIVER CONTA AINDA NEM ABRA, POUPE DOR DE CABEÇA, nubank 300 mil vezes melhor, voce guarda dinheiro para liberar credito e precisa resgatar eles liberam na hora, não tem essa de 2 dias uteis e eles não cobram taxa nenhuma, olha que eles podiam pois o sistema deles mil vezes melhor sem dor de cabeça nenhuma, já C6Bank tem sistema ruim, atendimento ruim, nada resolvido ate o momento só dor de cabeça e estresse.
E PASMEM A SOLUÇÃO QUE ELES ESTÃO ME DANDO É ENCERRAR A CONTA E NÃO DEVOLVER LOGO MEUS 164,58 EM MINHA CONTAAAA.",1.0
Lucas Hepp,"Horrível. Estou com minha conta bloqueada há 3 dias, já liguei e nada podem fazer, preciso aguardar 3 dias úteis para verificarem. Absurdo.

Edit: chat só tem opções prefeifnidas e não reconhece outra coisa. Chat de atendimento automático e nada mais. Quem pagará os juros das contas que não consegui pagar?",1.0
Evandro Jesus Santos,"Bom dia gostaria de saber se por acaso acontecer alguma coisa na conta e não consiga resolver pelo celular, vocês atendem pessoalmente, tipo abre uma exceção.",1.0
Krys,"INFELIZMENTE estou decepcionada em não ter atendimento telefônico...tentei inúmeras vezes e simplesmente não atendem desligam minha ligação
Até mesmo a OUVIDORIA não atende e transfere para o (atendimento ) cujo qual não sai de uma gravação que jamais transfere para algum atendente!
Eu hoje mesmo vou procurar outro banco para levar meu investimento!!
o tal CHAT infelizmente é muito robotizado !
falta de humanizar com clientes!
Triste em ter que desapegar da C6- eu gostava, mas a falta de relacionamento deixou a desejar 100% !",1.0
Du Sanches Snorkeling Trips,"Todos os dias recebo mensagem de WhatsApp de algum consultor:
""Vaniel a antecipação Adicional do FGTS foi liberada para você, no valor de : R$:278.19
Se for do seu interesse realizar uma simulação, só responder com o ""SIM""""

A meses isso acontece, a meses falo que não sou vaniel, não tenho interesse e pra tirar meu número dessa lista...nada acontece, continuam me incomodando",1.0
nara dyas,"Poxa pago minhas contas em dia sempre adiantada principalmente no cartão de crédito. Meu liite e de 600 reais, comprei um produto pacelado estou pagando direitonho, liberei o limite dessa produto parcelado de 366 reais, porém fui usar deu recusado por falta de limite como isso e possivel? Abri o app na mesma hora e vi o limite com um traço de negativo na frente não entendi nada! Entrei em contato pelo telefone e app não tem opção de falar com atendente, os atendentes virtuais não me ajudaram em nada. Espero que resolva si não resolverei de outra formas!!!

Acabei de chamar no chat do app e nada!!! Inaceitável isso, si pelo menos entra-se em contato pelo e-mail ou ligação pra resolver isso!!!",1.0
Christiane Bento,"essa é a pior empresa de cartão que já tive na minha vida! não te ajudam em nada, não consigo cadastrar minhas chaves pix de maneira alguma, para pagar a fatura agora só da pra pagar com saldo da conta e eu não consigo transferir dinheiro pra minha conta porque não consigo criar a chave pix! Não resolvem os problemas de fatura, os juros são abusivos, até para encerrar a conta coincidentemente toda vez da “erro”, pra ajudar a resolver vocês são pessimos mas pra cobrar a fatura e querer botar os clientes no serasa é rápido né",1.0
Nan Volta,"PÉSSIMA.Sou Agente de viagens,formalizei minha agência como MEI faz 30 dias,tentei 2 x abrir conta PJ específica MEI e a proposta foi recusada sem nenhuma explicação.",1.0
Alessandra Farias,"Eu acho péssimo esse banco! Horrível! Todo mês a fatura vem de um modo totalmente sem nexo. É bagunçado e você não entende oq tá pagando. Hoje mesmo pago um valor que não entendi do que se trata, vou pagar e vou cair fora. Apesar da nubank não ter nenhum retorno financeiro você sabe o que está pagando e o porquê, fora que assim que você paga já tem o limite disponível. Aprendam com a NUBANK         ",1.0
Geraldo Antonio Gomes p.,"Pior banco que existe, lerdo, ruim, atendimento péssimo!

Eu quero quitar todas as parcelas e a empresa não consegue fazer isso, primeira vez que vejo um banco que não quer receber!
ZERO PRATICIDADE NO APLICATIVO, muito ruim mesmo!",1.0
Thiago Prior,"Mais fácil ganhar na mega sena do que conseguir o c6 carbon, gasto acima de 10k mês e tenho q ficar pagando adiantado pq não liberam mais limite nem o carbon, so o q salva e o programa de átomos se não já estaria longeeee",1.0
Dandara dos reis,"Banco com péssimo atendimento, péssimo canal de informações ao cliente(chat do app),  quando se precisa de informação até mesmo para cumprir com negociações eles não facilitam.  Não indico, estou me incomodando demais.",1.0
Charlyton Penha,"Um banco ladrao
Fiz uma compra de passagens aérea duplicada  foi. Cancelada. Pela agência da gol   I até hj. Não mo estornaram. 800 reais. I outras 2 compras cancelada no mercado livre Tmb nao. Vi esse estorno.  Banco. Ladrao não caiam. Nesse golpe",1.0
Alexandre C. Zanin,"Identifiquei uma cobrança indevida de tarifa da qual não fui previamente informado.

Ao receber um PIX, foi descontado automaticamente um valor de R$ 8,00, sem o meu consentimento e sem qualquer notificação prévia. Não recebi nenhuma mensagem ou informação referente a essa tarifa. Gostaria de solicitar o estorno imediato desse valor cobrado indevidamente.",1.0
Francisca Thaylandia Oliveira,"Comecei a receber meu salário pelo c6 bank , agora tô tentando receber em outro banco e eles não me deixam sair
Banco péssimo que não te dá vantagens nenhuma",1.0
Fábio,"Oferecem limite de cartão de crédito alto para atrair. Você traz seu giro financeiro para o banco e, assim que possui parcelamentos no cartão, cortam o limite para perto de zero e mandam e-mails e sms oferecendo limite em troca de depósito em CDB. Completo desrespeito e abuso para com os clientes, vergonhoso. Não seja cliente desse banco.
Ps: observe como as respostas desse péssimo banco são sempre iguais a essa aqui embaixo. Não resolvem NADA. É um completo descaso, abuso e desrespeito.",1.0
Milena Almeida,"Pior banco possível. Retiraram dinheiro da conta de centenas de pessoas nesta quarta-feira (05/07/23) por “instabilidade”. Não retornam sobre o dinheiro e deixaram as contas zeradas. Se quer evitar dor de cabeça, não faça conta nesse lixo.
ELES FALAM PRA VOCÊ CHAMAR NO CHAT E NEM OFERECEM OPÇÃO PRA ENTENDER SEU PROBLEMA. FRAUDE ATÉ NAS RESPOSTAS",1.0
Sheles Lima,"perdi meu cartão e fiz o cancelamento polo app, e estive solicitando um novo cartão mas foi reenviado para a agencia terceirizada da c6 de volta, solicitei novo e não recebi no meu endereço atual , coloco uma situação muito desagradável e insegura , pois estou suando pix justamente pela situação dessa entrega.   Fica minha decepção em relação ao C6 e espero resolução mais rápido possível desse caso. Sheles(Rai)",1.0
Mathias Scherer,"Ridículo! Banco digital que é simplesmente IMPOSSÍVEL falar com atendente. Tenho uma renegociação e recebi um sms informando que o valor seria debitado por inteiro, sendo que estou pagando. Tento conversar pelo chat e não sai das respostas automáticas! Fujam dessa ""coisa"".
PS: Olhando aqui nos comentários, dá para ver o descaso com o cliente. Muita gente reclamando que não consegue falar com atendente no chat para obter suporte. A resposta do banco: converse com a gente pelo chat.      ‍♂️",1.0
matheus cauner,"pior banco que já existiu.

a missão deles é dificultar a vida dos clientes.
tudo que precisa fazer, é difícil...

eu já me cansei de tanto reclamar desse lixo, então por favor... só não caiam nesse de abrir conta lá.",1.0
Kfontes Gamer,"Péssimo banco primeiramente simplesmente de uma hora pra outro sem aviso prévio tiram todo seu limite do cartao sem motivo algum mesmo pagando todas as faturas antecipadas agora mesmo com dinheiro em conta nao fazem o débito automático do programa c6 +pontos e ficam mandando mensagens direto como s en tivesse dinheiro em conta para poder realizar o débito automático e alem de td precisou falar com algum atendente? Esquece impossível apenas com a ""inteligência artificial"" que n consegue realizar nenhum atendimento apenas mandar mensagens pre programas e rasas sem nem te dar a opção de te encaminhar para atendimento humano e se tentar pelo Instagram ou por telefone esquece nunca tem alguém pra te antender isso quando nao te ignoram totalmente",1.0
Rafael Mota,"Menos um cliente, fintech totalmente despreparada, dão um prazo para resolver e não resolvem. Tive uma compra cancelada e não devolvem o dinheiro, dão uma prazo e nunca respondem, estou a 4 dias abrindo protocolo todos os dias e nada de devolverem meu dinheiro, já paguei a primeira parcela sendo que não recebi o produto. Assim que resolverem meu problema, seja por chamado ou por processo judicial nunca mais vou usar essa conta.",1.0
Fernanda,"Não conheço o banco mas já estou tendo experiencias desagradaveis.... cadastraram meu celular na base de dados de vocês com o nome de uma tal de Diva.... já cansei de falar que não existe Diva no meu numero, que estão ligando errado e o telemarketing de vocês não escuta e não exclui meu numero da base..... uma palhaçada essas ligações insistentes. Não quero saber de ter negocios com esse banco.",1.0
Sergio Rst,"Pior banco digital, os atendentes do chat quando atendem, passam todas as informações erradas. Estou encerrando a minha conta",1.0
Fandom Sandy,"O C6 Bank simplesmente NÃO aceita que o cliente receba ordem de pagamento do exterior, caso a pessoa seja CRIADORA DE CONTEÚDO ADULTO, a exemplo do popular 0nlyFans, TRABALHO de milhões de pessoas no Brasil e no mundo! É um banco MORALISTA, ULTRAPASSADO, PRECONCEITUOSO, que se mete em foro ÍNTIMO de seus clientes, e ainda com um chat de atendimento PÉSSIMO, pois é atendimento via robô, que NUNCA oferece atendimento humano. Abaixo a mensagem de preconceito deles que recebi por email:

""Importante: nossas políticas internas restringem transferências de alguns países. Também não realizamos operações que envolvam apostas, ganhos em jogos de aplicativo, jogos de azar, conteúdo adulto, criptomoedas, ICMARKETS e FOREX.

Caso a ordem recebida venha de algum país restrito e/ou seja referente às finalidades mencionadas, ela será devolvida, com a possibilidade de incidência de tarifas sobre esta devolução. Por isso, confira todas as informações antes de prosseguir com a transferência.

Até mais,

Time C6 Bank""

ESCOLHAM OUTRO BANCO!",1.0
Kerolyn Sabino,Pior banco horrível.  Vc tenta resolver seu problema pelo chat . Os atendentes cancelam o chat . Vc liga pra resolver o problema eles desligam na sua cara . Banco ooo horrível.  E ainda descontam dinheiro da sua conta sem permissão.  Pessimoooooo,1.0
Leonardo Mazzo,"O mais legal é que eles te mandam o cartão de crédito, você recebe, desbloqueia o cartão, mas não tem limite pra você. Ainda está ""em análise"", por 15 dias. Que piada. Mas basta verificar a quantidade de comentários no Google pra você perceber o nível.",1.0
Erika Aguiar,"Péssimo banco. Falta comunicação, e falta respeito com o cliente. De um mês para o outro zeraram meu limite sem um aviso prévio e quando entrei em contato para saber o que houve, disseram que foi por motivos de política interna, sendo que nunca atrasei um pagamento.

Além de demorar horrores para atualizar o pagamento após ter sido feito.",1.0
Jardel Roldi,"Depois de quase 2 anos de conta, cartão de crédito e tag (veloe) tinha 8.600,00 de limite até o início do mês, nunca tive restrições, sou comerciante, tenho comprovante de renda. O C6 Bank simplesmente baixou o limite do meu cartão a 700,00 sem nenhum tipo de comunicação. Se eu estivesse em viagem e so levasse um cartão??Geralmente quando compro, já deixo o valor das compras na conta para o dia do débito automático já bater e pagar. Nunca atrasei nenhum dia a fatura. Só percebi quando fui fazer uma compra no supermercado.
Péssimo atendimento ao cliente. Para comparar parâmetros de análise, meu limite em outro banco virtual aumentou no mês passado.",1.0
Romualdo Junior,"Um palhaçada que estão fazendo com os clientes tinha um limite de R$5.700,00 reais e baixaram para 190 sendo que nunca atrasei uma fatura. Recomendo cancelar suas contas segue os passo para quem não sabe ainda:
>>Toque em seu ícone de perfil no canto superior direito;
>>Acesse o menu ""Configurações"" ao lado de ""Perfil"";
>>Na seção ""Configurações da conta"", acesse a opção ""Gerenciar contas"";
>>Nessa tela, selecione ""Encerrar conta C6"";
Siga os passos que serão informados na tela e confirme o cancelamento.",1.0
Tândara Sathler,"Até então estou gostando muito deste banco. Facilidade em abrir conta, diretamente no aplicativo, aplicativo esse com muitas ferramentas, sem contar a cordialidade e prontidão dos atendentes em tudo o que preciso. Olha que sou pobre rsrs... Vi muitos comentários sobre não conseguir falar com atendente, mas sempre que ligo no 0800, pelo celular, me atendem em menos de 01 minuto. Ótimo atendimento. Parabéns e muito obrigada!",5.0
Igor Lafaiete,"Sai de outro banco para esse, mas infelizmente foi o pior banco que eu já vi na minha vida. Péssimo. Atendimento simplesmente não tem. Sempre uma mensagem para te guiar para outra coisa é quando vc muda o atendimento encerram a conversa.  Não indico",1.0
Pedro Ribeiro,"banco pessimo, atendentes horriveis. cobraram minha conta depois de oferecerem ela totalmente gratis, esperaram eu ficar preso no cartao para cobrarem",1.0
mauro silva,"App pediu atualização facial, fiz e travou o App, deram prazo de 5 dias dai passaram 30 dias e não resolveram , liguei no 30036116 e cancelei a conta fazem 20 dias , fizeram umpix e o Banco C6 acatou. Não consigo atendimento pelo fone e nem pelo app, como resolve isso C6?",1.0
Murilo Caires,"Um dos piores, senão o pior banco para se ter conta. A ideia de plano Átomos é boa, a TAG é boa mas quando vc precisa de um atendimento é simplesmente lamentável, capaz de acabar com o seu dia. O bot do chat não entende absolutamente nada do que vc de fato precisa, fica dando sugestões limitadas e nada resolutivas, o WhatsApp é ainda pior porque te encaminham novamente para o app e no telefone é mesma coisa, o bot fala com vc as mesmas opções limitadas e nada resolutivas. Lamentável!!! Um bom atendimento deveria ser essencial, já que não se esforçam pra isso eu não vou me esforçar para continuar como cliente de vocês.

Edit1: você reclama do chat, eles respondem aqui pedindo para vc entrar em contato no chat. Isso é muito cômico e sem senso algum

Edit2: quando por um milagre você consegue um atendimento humano, o atendente sequer se identifica. O que torna a experiência pior ainda, já que o atendimento é o pior que já vi em toda a minha vida. E ainda me diz: esse chat é somente para negociações. Entre em contato com a central de atendimento.",1.0
Anderson Melchior,Abri uma conta MEI no C6 Bank e para minha surpresa eles não disponibiliza o acesso pelo computador ou Celular para gerar extrato no formato CSV e OFX. Liguei para verificar e foi aberto uma solicitação para eles analisar a possibilidade. É ridículo essa situação. Não abram conta nesse banco. Descaso total. Pois é uma situação tão simples.,1.0
Edvaldo Siqueira,"Pior banco de todos, nunca abram conta neste banco. Não adianta vir com me manda no chat o que aconteceu que seus atendentes são igual robôs e não ajudam em nada o cliente. Só olham o interesse do banco. Espero que um dia aprendam a valorizar o ser humano. Péssimo. Mil vezes péssimo. Conta fechada graças a Deus.",1.0
